AE;100;
AN;120;
L01;30;
L02;30;
L03;30;
L22;25;
LEO;30;
LII;30;
LPO1;20;
LPO2;20;
LPO3;20;
LPO4;20;
PV11;20;
PV12;20;
PV2;80;
PV3;20;
PV4;20;
